lga,policyName,policyURL,pdf_path,lga_id,policy_id,num_page
Greater Bendigo,Greater-Bendigo-2030-Zero-Emissions-Roadmap,https://www.bendigo.vic.gov.au/sites/default/files/2023-09/Greater-Bendigo-2030-Zero-Emissions-Roadmap.pdf,lga_CityofGreaterBendigo_20230928_Greater-Bendigo-2030-Zero-Emissions-Roadmap.pdf,LGA22620,LGA22620_3,45
Greater Bendigo,City-Greater-Bendigo-Biodiversity-Strategy-and-Action-Plan-2023-2033,https://www.bendigo.vic.gov.au/sites/default/files/2023-09/City-Greater-Bendigo-Biodiversity-Strategy-and-Action-Plan-2023-2033.pdf,lga_CityofGreaterBendigo_20230928_City-Greater-Bendigo-Biodiversity-Strategy-and-Action-Plan-2023-2033.pdf,LGA22620,LGA22620_4,94
Greater Bendigo,City-of-Greater-Bendigo-Zero-Emissions-Plan-Council-Operations,https://www.bendigo.vic.gov.au/sites/default/files/2023-06/City-of-Greater-Bendigo-Zero-Emissions-Plan-Council-Operations.pdf,lga_CityofGreaterBendigo_20230928_City-of-Greater-Bendigo-Zero-Emissions-Plan-Council-Operations.pdf,LGA22620,LGA22620_5,42
Greater Bendigo,City-Greater-Bendigo-Annual-Environment-Report-2021-2022,https://www.bendigo.vic.gov.au/sites/default/files/2023-06/City-Greater-Bendigo-Annual-Environment-Report-2021-2022.pdf,lga_CityofGreaterBendigo_20230928_City-Greater-Bendigo-Annual-Environment-Report-2021-2022.pdf,LGA22620,LGA22620_6,41
Greater Bendigo,City-Greater-Bendigo-Building-Resilience-Making-Homes-Climate-Ready,https://www.bendigo.vic.gov.au/sites/default/files/2023-07/City-Greater-Bendigo-Building-Resilience-Making-Homes-Climate-Ready.pdf,lga_CityofGreaterBendigo_20230928_City-Greater-Bendigo-Building-Resilience-Making-Homes-Climate-Ready.pdf,LGA22620,LGA22620_7,19
Greater Geelong,climate change response plan final,https://www.geelongaustralia.com.au/common/Public/Documents/8d9b3d6e2bec4ce-climatechangeresponseplanfinal.pdf,lga_CityofGreaterGeelong_20230928_climatechangeresponseplanfinal.pdf,LGA22750,LGA22750_1,48
Greater Geelong,sustainability policy-adopted 2february2021,https://www.geelongaustralia.com.au/common/public/documents/8d8e958af435cb1-sustainabilitypolicy-adopted2february2021.PDF,lga_CityofGreaterGeelong_20230928_sustainabilitypolicy-adopted2february2021.pdf,LGA22750,LGA22750_2,7
Greater Geelong,sustainability performance report 2022,https://www.geelongaustralia.com.au/common/public/documents/8da3d621102edeb-sustainabilityperformancereport2022.PDF,lga_CityofGreaterGeelong_20230928_ sustainabilityperformancereport2022.pdf,LGA22750,LGA22750_3,34
Greater Geelong, 2023-24 environmental sustainability grant guidelines,https://www.geelongaustralia.com.au/common/public/documents/8d4da7ef1ad9e95-2023-24environmentalsustainabilitygrantguidelines.pdf,lga_CityofGreaterGeelong_20230928_ 2023-24environmentalsustainabilitygrantguidelines.pdf,LGA22750,LGA22750_4,14
Greater Geelong,environment strategy 2020-30,https://www.geelongaustralia.com.au/common/public/documents/8d1d8319b995a84-environmentstrategy2020-30.pdf,lga_CityofGreaterGeelong_20230928_environmentstrategy2020-30.pdf,LGA22750,LGA22750_5,32
Greater Geelong,sustainability framework 2020,https://www.geelongaustralia.com.au/common/Public/Documents/8d7bc2a4bd8bbf5-printablesustainabilityframework2020a4.pdf,lga_CityofGreaterGeelong_20230928_sustainabilityframework2020.pdf,LGA22750,LGA22750_6,1
Greater Geelong,our community plan 2021-25,https://www.geelongaustralia.com.au/common/Public/Documents/8d932558ca8f13a-ourcommunityplan2021-25.pdf,lga_CityofGreaterGeelong_20230928_ourcommunityplan2021-25.pdf,LGA22750,LGA22750_7,40
Greater Geelong,environment strategy action plan 2020-2022,https://www.geelongaustralia.com.au/common/Public/Documents/8d854cb968cc72e-environmentstrategyactionplan2020-2022.pdf,lga_CityofGreaterGeelong_20230928_environmentstrategyactionplan2020-2022.pdf,LGA22750,LGA22750_8,14
Greater Shepparton,GSCC-Climate-Adaptation-Plan,https://greatershepparton.com.au/assets/files/documents/environment/climate_change/GSCC_Climate_Adaptation_Plan.PDF,lga_GreaterSheppartonCityCouncil_20230928_GSCC-Climate-Adaptation-Plan.pdf,LGA22830,LGA22830_1,68
Greater Shepparton,Urban-Forest-Strategy-v5b,https://greatershepparton.com.au/assets/files/documents/environment/Urban_Forest_Strategy_v5b.pdf,lga_GreaterSheppartonCityCouncil_20230928_Urban-Forest-Strategy-v5b.pdf,LGA22830,LGA22830_2,56
Greater Shepparton,GSCC-Winter-Climate-Adaptation-Plan-Brochure,https://greatershepparton.com.au/assets/files/documents/environment/climate_change/GSCC_Winter_Climate_Adaptation_Plan_Brochure.pdf,lga_GreaterSheppartonCityCouncil_20230928_GSCC-Winter-Climate-Adaptation-Plan-Brochure.pdf,LGA22830,LGA22830_3,2
Greater Shepparton,Final Greater Shepparton City Council 2030 Zero Emissions Plan December 2021,https://cm.greatershepparton.net.au/download?ref=M21/109643&auth=310efad0260880c2341b8bc8e583727c,lga_GreaterSheppartonCityCouncil_20230928_FinalGreaterSheppartonCityCouncil2030ZeroEmissionsPlanDecember2021.pdf,LGA22830,LGA22830_4,34
Greater Shepparton,Greater Shepparton Energy Reduction Plan 2016,https://greatershepparton.com.au/assets/files/documents/environment/energy_management/Greater_Shepparton_Energy_Reduction_Plan_2016.PDF,lga_GreaterSheppartonCityCouncil_20230928_GreaterSheppartonEnergyReductionPlan2016.pdf,LGA22830,LGA22830_5,44
Hawkesbury,Adopted-Hawkesbury-Rural-Lands-Strategy,https://www.hawkesbury.nsw.gov.au/__data/assets/pdf_file/0011/178328/Adopted-Hawkesbury-Rural-Lands-Strategy.pdf,lga_HawkesburyCityCouncil_20230929_Adopted-Hawkesbury-Rural-Lands-Strategy.pdf,LGA13800,LGA13800_1,281
Hawkesbury,Flood Policy 2020 - Adopted 29 June 2021 - PEL0006Z,https://h4bn7a.digitalcityplatform.online/PUBLISH/api/docs/folder-7634918,lga_HawkesburyCityCouncil_20230929_FloodPolicy2020-Adopted29June2021-PEL0006Z.pdf,LGA13800,LGA13800_2,12
Hawkesbury,HCC-Urban-Greening-Strategy-Adopted,https://www.hawkesbury.nsw.gov.au/__data/assets/pdf_file/0020/241454/HCC-Urban-Greening-Strategy-Adopted.pdf,lga_HawkesburyCityCouncil_20230929_HCC-Urban-Greening-Strategy-Adopted.pdf,LGA13800,LGA13800_3,64
Hawkesbury,HCC-Environmental-Sustainability-Strategy-2023,https://www.hawkesbury.nsw.gov.au/__data/assets/pdf_file/0003/239322/HCC-Environmental-Sustainability-Strategy-2023.pdf,lga_HawkesburyCityCouncil_20230929_HCC-Environmental-Sustainability-Strategy-2023.pdf,LGA13800,LGA13800_4,54
Hawkesbury,Waste-Strategy-Draft-2022-pages,https://www.hawkesbury.nsw.gov.au/__data/assets/pdf_file/0010/243559/Waste-Strategy-Draft-2022-pages.pdf,lga_HawkesburyCityCouncil_20230929_Waste-Strategy-Draft-2022-pages.pdf,LGA13800,LGA13800_5,60
Hepburn,final-sustainable-hepburn-strategy,https://www.hepburn.vic.gov.au/files/assets/public/v/1/council/documents/strategies/final-sustainable-hepburn-202226_strategy-_full-version.pdf,lga_HepburnShireCouncil_20230929_final-sustainable-hepburn-strategy.pdf,LGA22910,LGA22910_1,126
Hepburn,toward-zero-emissions-road-map,https://www.hepburn.vic.gov.au/files/assets/public/council/documents/toward-zero-emissions-road-map.pdf,lga_HepburnShireCouncil_20230929_toward-zero-emissions-road-map.pdf,LGA22910,LGA22910_2,21
Hepburn,central-highlands-climate-projections-2019,https://www.hepburn.vic.gov.au/files/assets/public/v/1/building-amp-planning/documents/central-highlands-climate-projections-2019.pdf,lga_HepburnShireCouncil_20230929_central-highlands-climate-projections-2019.pdf,LGA22910,LGA22910_3,8
Hornsby,Climate-Wise-Hornsby-Plan-Final,https://secureservercdn.net/104.238.71.33/j4m.914.myftpupload.com/wp-content/uploads/2021/03/Climate-Wise-Hornsby-Plan-Final230221.pdf,lga_HornsbyShireCouncil_20230929_Climate-Wise-Hornsby-Plan-Final.pdf,LGA14000,LGA14000_1,74
Hornsby,Sustainable-Hornsby-2040,https://j4m914.p3cdn1.secureserver.net/wp-content/uploads/2021/03/Sustainable-Hornsby-2040-Final230221.pdf,lga_HornsbyShireCouncil_20230929_Sustainable-Hornsby-2040.pdf,LGA14000,LGA14000_2,60
Hornsby,Water-Sensitive-Hornsby-Strategy,https://j4m914.p3cdn1.secureserver.net/wp-content/uploads/2021/03/Water-Sensitive-Hornsby-Strategy-Final230221.pdf,lga_HornsbyShireCouncil_20230929_Water-Sensitive-Hornsby-Strategy.pdf,LGA14000,LGA14000_3,84
Hornsby,HSC5704-Walking-and-Cycling-Strategy-v16,https://www.hornsby.nsw.gov.au/walking-cycling-strategy,lga_HornsbyShireCouncil_20230929_HSC5704-Walking-and-Cycling-Strategy-v16.pdf,LGA14000,LGA14000_4,90
Hornsby,Final-Waste-Matters-Strategy-Report-Digital,https://www.hornsby.nsw.gov.au/__data/assets/pdf_file/0016/147112/Final-Waste-Matters-Strategy-Report-Digital.pdf,lga_HornsbyShireCouncil_20230929_Final-Waste-Matters-Strategy-Report-Digital.pdf,LGA14000,LGA14000_5,72
Indigo,Climate-Change-Policy-2019,https://www.indigoshire.vic.gov.au/files/assets/public/environment/climate-change-policy-2019.pdf,lga_IndigoShireCouncil_20230929_Climate-Change-Policy-2019.pdf,LGA23350,LGA23350_1,4
Indigo,Indigo-Shire-Council-Plan-2021-2025,https://www.indigoshire.vic.gov.au/files/assets/public/v/1/council-documents/council-plan/indigo-shire-council-plan_2021-2025_year-3_adopted.pdf,lga_IndigoShireCouncil_20230929_Indigo-Shire-Council-Plan-2021-2025.pdf,LGA23350,LGA23350_2,37
Indigo,Municipal-Public-Health-and-Wellbeing-Action-Plan-2021-2025,https://www.indigoshire.vic.gov.au/files/assets/public/v/2/council-documents/council-plan/municipal-public-health-and-wellbeing-action-plan-2021-2025.pdf,lga_IndigoShireCouncil_20230929_Municipal-Public-Health-and-Wellbeing-Action-Plan-2021-2025.pdf,LGA23350,LGA23350_3,9
Indigo,Climate-emergency-strategic-action-plan,https://api.watch.kausal.tech/documents/149/Climate-emergency-strategic-action-plan.pdf,lga_IndigoShireCouncil_20230929_Climate-emergency-strategic-action-plan.pdf,LGA23350,LGA23350_4,4
Indigo,INDIGO-CLIMATE-CHANGE-ADAPTION-ACTION-PLAN-2017-21,https://api.watch.kausal.tech/documents/148/INDIGO_CLIMATE_CHANGE_ADAPTION_ACTION_PLAN_2017-21.pdf,lga_IndigoShireCouncil_20230929_INDIGO-CLIMATE-CHANGE-ADAPTION-ACTION-PLAN-2017-21.pdf,LGA23350,LGA23350_5,34
Indigo,Towards-Certified-Net-Zero-Indigo-Shire-Council,https://api.watch.kausal.tech/documents/144/Towards_Certified_Net_Zero_Indigo_Shire_Council_Nov_2021_FINAL.pdf,lga_IndigoShireCouncil_20230929_Towards-Certified-Net-Zero-Indigo-Shire-Council.pdf,LGA23350,LGA23350_6,4
Indigo,Greenhouse-Action-Plan,https://www.indigoshire.vic.gov.au/files/assets/public/v/2/environment-amp-sustainability/greenhouse_action_plan.pdf,lga_IndigoShireCouncil_20230929_Greenhouse-Action-Plan.pdf,LGA23350,LGA23350_7,49
Ipswich,EM-Natural-Hazards-Booklet,https://www.ipswich.qld.gov.au/__data/assets/pdf_file/0007/116269/EM-Natural-Hazards-Booklet_A4_8-digital-A5684941.pdf,lga_CityofIpswich_20230929_EM-Natural-Hazards-Booklet.pdf,LGA33960,LGA33960_1,31
Ipswich,Annual-Plan 2023-2024,https://www.ipswich.qld.gov.au/__data/assets/pdf_file/0003/242904/AnnualPlan2023-2024.pdf,lga_CityofIpswich_20230929_Annual-Plan2023-2024.pdf,LGA33960,LGA33960_2,160
Junee,Firewood-Policy-and-Guidelines,https://www.junee.nsw.gov.au/wp-content/uploads/2021/10/Firewood_Policy_and_Guidelines.pdf,lga_JuneeShireCouncil_20230929_Firewood-Policy-and-Guidelines.pdf,LGA14300,LGA14300_1,18
Kiama,KMC-Corporate-Emissions-Reduction-Plan,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/news/kmc-corporate-emissions-reduction-plan-web.pdf,lga_KiamaMunicipalCouncil_20230929_KMC-Corporate-Emissions-Reduction-Plan.pdf,LGA14400,LGA14400_1,24
Kiama,Climate-Change-Adaptation-Strategy-and-Action-Plan-July-2009-final,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/2/climate-change-adaptation-strategy-and-action-plan-july-2009-final.pdf,lga_KiamaMunicipalCouncil_20230929_Climate-Change-Adaptation-Strategy-and-Action-Plan-July-2009-final.pdf,LGA14400,LGA14400_2,51
Kiama,Illawarra-Biodiversity-Strategy-Volume-1,https://www.kiama.nsw.gov.au/files/sharedassets/public/v/3/illawarra-biodiversity-strategy-volume-1.pdf,lga_KiamaMunicipalCouncil_20230929_Illawarra-Biodiversity-Strategy-Volume-1.pdf,LGA14400,LGA14400_3,50
Kiama,Kiama-Municipal-Council-Community-Strategic-Plan-CSP-2022-2032,https://www.kiama.nsw.gov.au/files/sharedassets/public/council/council-plans-amp-reports/csp-2022/kiama-municipal-council-community-strategic-plan-csp-2022-2023.pdf,lga_KiamaMunicipalCouncil_20230929_Kiama-Municipal-Council-Community-Strategic-Plan-CSP-2022-2032.pdf,LGA14400,LGA14400_4,64
Kingborough,Kingborough-Climate-Change-Plan,https://www.kingborough.tas.gov.au/wp-content/uploads/2019/06/Kingborough-Climate-Change-Plan.pdf,lga_KingboroughCouncil_20230929_Kingborough-Climate-Change-Plan.pdf,LGA63610,LGA63610_1,25
Kingborough,Policy-6.13-Climate-Change,https://www.kingborough.tas.gov.au/wp-content/uploads/2019/05/Policy-6.13-Climate-Change.pdf,lga_KingboroughCouncil_20230929_Policy-6.13-Climate-Change.pdf,LGA63610,LGA63610_2,5
